HGNC_Approved_Symbol	HGNC_ID	pLI	LOEUF_gnomAD_v2.1.1	pHaplo	HI_score	Enhancer_Gnocchi	Mean_AlphaMissense_pathogenicity	Genovo_LOEUF_corrected	Curated_by_ClinGenSVI_group	Curated_from_G2P
RPS26	HGNC:10414	NA	NA	0.427356234	3	NA	NA	NA	TRUE	TRUE
FLVCR2	HGNC:20105	3.43E-06	0.927	0.552775778	30	3.088757736	0.390024682	1.049936478	FALSE	TRUE
PCBD1	HGNC:8646	0.00033216	1.835	0.156699832	NA	2.05135376	0.532745488	2.093837782	FALSE	TRUE
GNAI1	HGNC:4384	NA	NA	0.714822093	0	1.403923292	NA	NA	FALSE	TRUE
NEB	HGNC:7720	4.56E-41	0.424	0.585488653	NA	2.712390913	NA	0.410431334	TRUE	TRUE
ADAMTSL2	HGNC:14631	NA	NA	0.807919045	30	3.43466161	0.41895483	NA	FALSE	TRUE
SLIT1	HGNC:11085	0.99999	0.222	0.977803342	NA	4.227603114	0.480027965	0.228932719	FALSE	FALSE
SLC7A9	HGNC:11067	9.06E-10	1.121	0.145627133	30	2.402369087	0.490958882	1.489314674	TRUE	FALSE
GIPC3	HGNC:18183	NA	NA	0.391982066	30	4.648054193	NA	NA	TRUE	FALSE
MERTK	HGNC:7027	2.66E-11	0.748	0.278256404	NA	2.350338207	0.315282634	0.85152208	TRUE	TRUE
MTFMT	HGNC:29666	1.50E-07	1.008	0.162597536	30	0.693983455	NA	1.062883865	TRUE	TRUE
IFT140	HGNC:29077	9.91E-24	0.818	0.507694874	30	1.30382491	0.337576837	0.890193618	TRUE	TRUE
CPS1	HGNC:2323	NA	NA	0.809569271	30	2.419654831	0.521792308	0.549656597	TRUE	TRUE
MCM6	HGNC:6949	0.97833	0.309	0.917985773	NA	3.4344773	0.527900533	0.215060552	FALSE	FALSE
OPHN1	HGNC:8148	0.99985	0.161	NA	3	NA	0.48761868	NA	TRUE	TRUE
DBT	HGNC:2698	1.05E-05	0.816	0.373213819	30	1.888268033	0.416896767	0.910767083	FALSE	TRUE
KANSL1	HGNC:24565	NA	NA	0.955379779	3	3.469084648	0.373216856	0.176203835	TRUE	TRUE
APOB	HGNC:603	1.92E-16	0.461	0.659298759	3	3.813397038	0.235637996	0.4766526	FALSE	FALSE
SEMA4C	HGNC:10731	1	0.122	0.718154337	NA	3.588927191	0.368768702	0.11945506	FALSE	FALSE
GABRB3	HGNC:4083	0.95138	0.341	0.69719079	0	4.345276433	0.600905143	0.179952031	TRUE	FALSE
SERAC1	HGNC:21061	NA	NA	0.68684879	30	3.772976952	NA	NA	TRUE	TRUE
COP1	HGNC:17440	0.99994	0.202	0.8761278	NA	NA	0.581017291	0.13753818	FALSE	FALSE
SETD1B	HGNC:29187	NA	NA	0.936730777	NA	4.279923043	NA	0.153781629	FALSE	TRUE
SIN3A	HGNC:19353	1	0.07	0.99838225	3	2.468008597	0.530588509	0.032952451	TRUE	TRUE
PDHX	HGNC:21350	9.72E-05	0.718	0.509213255	30	1.878916044	0.306068646	0.793454796	FALSE	TRUE
FOXP2	HGNC:13875	NA	NA	0.975965169	1	3.940000792	0.528677195	0.081080919	TRUE	TRUE
ATG16L1	HGNC:21498	0.96452	0.319	0.938579837	NA	4.560900735	0.525295811	0.182544942	FALSE	FALSE
IGF2	HGNC:5466	NA	NA	0.953027724	0	7.858178615	0.346812261	0.30642345	FALSE	TRUE
TRIM37	HGNC:7523	9.70E-12	0.642	0.357382839	30	2.239061705	0.489207627	0.77846092	FALSE	TRUE
DIP2B	HGNC:29284	0.99924	0.266	0.96430507	NA	0.66126415	0.563290076	0.244995565	FALSE	FALSE
HOXC13	HGNC:5125	0.42048	0.66	0.903438998	NA	2.691654871	0.45894453	0.504832752	FALSE	TRUE
PCGF1	HGNC:17615	0.99713	0.174	0.661730136	NA	3.31320702	0.616514654	0	FALSE	FALSE
NDEL1	HGNC:17620	0.98351	0.296	0.842069813	NA	2.184853723	0.528695753	0.202780372	FALSE	FALSE
COQ9	HGNC:25302	5.53E-06	1.011	0.304749306	NA	2.430321521	0.329256948	1.035428877	FALSE	TRUE
HNRNPA2B1	HGNC:5033	NA	NA	0.975875609	NA	1.751334485	NA	NA	FALSE	TRUE
OGDH	HGNC:8124	0.99728	0.274	0.840252012	NA	2.954293147	0.612021623	0.233401059	FALSE	FALSE
UBR1	HGNC:16808	0.0054862	0.349	0.61440343	30	3.044691543	0.427234805	0.256399486	FALSE	TRUE
PTCH1	HGNC:9585	1	0.075	0.997986514	3	2.766736565	0.472806547	0.102705382	TRUE	TRUE
BRAT1	HGNC:21701	7.43E-13	0.995	0.550096028	30	2.806744877	0.300595657	1.106453344	TRUE	TRUE
DSP	HGNC:3052	0.99978	0.26	0.996569597	3	3.539991803	0.430461863	0.310342011	TRUE	TRUE
RNF38	HGNC:18052	0.99995	0.145	0.962461347	NA	1.577345689	0.369606445	0.078171748	FALSE	FALSE
IQCB1	HGNC:28949	1.36E-12	0.897	0.100369748	NA	2.557581177	0.25567978	1.004995658	FALSE	TRUE
BBS4	HGNC:969	1.45E-16	1.184	0.408432373	NA	2.284905371	0.43816786	1.474155229	TRUE	TRUE
TUBGCP4	HGNC:16691	3.70E-09	0.716	0.419272576	NA	0.517911769	0.512507693	0.870402738	FALSE	TRUE
RBBP5	HGNC:9888	0.99981	0.189	0.954990382	NA	3.029266773	0.68607886	0.054400956	FALSE	FALSE
DYNC2LI1	HGNC:24595	3.15E-09	1.129	0.206836258	NA	1.94035634	0.367730594	0.978499539	FALSE	TRUE
MTMR2	HGNC:7450	3.04E-07	0.654	0.622883429	30	2.058468625	0.543946121	0.856199369	TRUE	FALSE
TPX2	HGNC:1249	0.99981	0.217	0.732889079	NA	1.732881338	0.278569798	0.166959997	FALSE	FALSE
RNF144A	HGNC:20457	0.94776	0.347	0.974641989	NA	4.784511263	0.513914387	0.099889445	FALSE	FALSE
OPA3	HGNC:8142	NA	NA	0.417975808	NA	3.611359959	0.431646964	0.70111774	FALSE	TRUE
TAT	HGNC:11573	0.0068998	0.613	0.558520816	NA	2.890015875	0.405059651	0.476236123	FALSE	TRUE
PHF8	HGNC:20672	NA	NA	NA	3	NA	0.533747579	NA	TRUE	TRUE
CDC37L1	HGNC:17179	0.96614	0.326	0.990616122	NA	2.910866166	0.326988557	0.287155487	FALSE	FALSE
ETFA	HGNC:3481	0.0029217	0.68	0.737998607	NA	2.518295495	0.53288015	0.921868228	TRUE	TRUE
GNAT1	HGNC:4393	9.85E-13	1.546	0.225593625	NA	4.818602459	0.63099368	1.301126924	FALSE	TRUE
CDH11	HGNC:1750	0.9999	0.156	0.981917659	NA	4.100358093	0.499386482	0.046410234	FALSE	TRUE
MAST1	HGNC:19034	1	0.159	0.910824947	NA	5.676294111	0.518354683	0.104162486	FALSE	FALSE
SGMS1	HGNC:29799	0.94507	0.346	0.683066956	NA	2.944529543	0.483638749	0.155717988	FALSE	FALSE
TRIO	HGNC:12303	1	0.139	0.998136856	3	2.788362782	0.546151097	0.149407835	TRUE	FALSE
CHST3	HGNC:1971	0.0072431	0.795	0.310471308	NA	1.759226655	0.41451246	0.813042473	FALSE	TRUE
SMCHD1	HGNC:29090	1	0.153	0.997193694	NA	3.088541818	0.438940447	0.153326249	FALSE	FALSE
BTBD18	HGNC:37214	0.99782	0.212	0.56235957	NA	3.092300302	0.234945415	0.256474691	FALSE	FALSE
TRAIP	HGNC:30764	1.59E-05	0.705	0.265014018	NA	3.775620201	0.32968647	0.605598887	FALSE	TRUE
GCH1	HGNC:4193	0.90292	0.398	0.928296515	3	1.880808978	0.600590411	0.173659264	TRUE	FALSE
SPRED1	HGNC:20249	0.97246	0.319	0.964361729	3	1.743156861	0.4692175	0.191154053	FALSE	TRUE
DNAI1	HGNC:2954	2.42E-08	0.725	0.438174538	30	3.488248177	0.382990567	0.777883746	TRUE	FALSE
PABPC4	HGNC:8557	0.99905	0.232	0.940291482	NA	-4.010027037	0.680348866	0.140031692	FALSE	FALSE
STN1	HGNC:26200	2.30E-10	1.224	0.333180754	NA	NA	0.312854486	1.063933936	FALSE	TRUE
UBN2	HGNC:21931	0.99993	0.213	0.961999851	1	2.952929455	0.364350245	0.189117246	FALSE	FALSE
DDX21	HGNC:2744	0.99997	0.184	0.968941973	NA	0.163093325	0.419454567	0.126712489	FALSE	FALSE
SMOC2	HGNC:20323	NA	NA	0.982314825	30	4.079858069	0.476359072	0.792872987	FALSE	TRUE
ZFYVE19	HGNC:20758	3.20E-14	1.143	0.147167251	NA	2.267901459	0.297276085	1.247341112	FALSE	TRUE
TMLHE	HGNC:18308	7.96E-05	1.177	NA	1	NA	0.41792785	NA	TRUE	FALSE
MRPL3	HGNC:10379	1.30E-12	1.38	0.250656079	NA	NA	0.375017577	1.535971521	TRUE	FALSE
LHX3	HGNC:6595	NA	NA	0.944512093	30	NA	0.513319397	0.898203984	FALSE	TRUE
PREPL	HGNC:30228	NA	NA	0.127892568	30	1.662795275	0.340503036	1.05815878	FALSE	TRUE
ATL1	HGNC:11231	0.98109	0.308	0.698241175	NA	1.980592322	0.610754001	0.260770053	FALSE	TRUE
LIN54	HGNC:25397	0.99994	0.172	0.948309493	NA	3.064244995	0.451846387	0.042487967	FALSE	FALSE
TELO2	HGNC:29099	7.20E-14	0.927	0.441075324	NA	1.55887958	0.302826098	1.050305692	TRUE	FALSE
CCNK	HGNC:1596	0.9998	0.165	0.99560944	NA	2.297163367	0.52320739	0.13480518	FALSE	FALSE
MNT	HGNC:7188	0.99739	0.171	0.947927402	NA	2.142061858	0.387815937	0.263566043	FALSE	FALSE
BACH2	HGNC:14078	0.99803	0.233	0.962652266	NA	2.778716044	0.383048109	0.087809232	FALSE	FALSE
NR3C2	HGNC:7979	0.83739	0.35	0.961319022	3	2.239315199	0.3805226	0.219989815	FALSE	FALSE
HSPA12A	HGNC:19022	0.98436	0.302	0.985327284	NA	4.141896586	0.602278139	0.233593736	FALSE	FALSE
SARNP	HGNC:24432	0.99574	0.185	0.618327457	NA	NA	0.563266009	0.062836634	FALSE	FALSE
NKX6-2	HGNC:19321	0.028854	1.313	0.947820936	NA	6.634772242	0.48153679	0.874494117	FALSE	TRUE
HOXD13	HGNC:5136	0.0086055	0.952	0.924534756	3	0.663807512	0.467045665	1.015052318	FALSE	FALSE
PHACTR3	HGNC:15833	0.99687	0.257	0.944688752	NA	4.606457711	0.397831458	0.219455312	FALSE	FALSE
GATM	HGNC:4175	0.051418	0.534	0.820425169	NA	2.343661019	0.515462255	0.271639978	TRUE	TRUE
VPS26B	HGNC:28119	0.9665	0.317	0.987689951	NA	3.639864825	0.687089729	0.12474717	FALSE	FALSE
BARD1	HGNC:952	1.38E-24	1.358	0.870553434	3	1.035747207	0.298236962	1.289382496	TRUE	TRUE
PHYH	HGNC:8940	2.38E-06	1.122	0.727543771	30	2.745442916	0.377874705	0.924072108	TRUE	TRUE
IDS	HGNC:5389	0.9964	0.18	NA	3	NA	0.372769751	NA	TRUE	TRUE
YAP1	HGNC:16262	0.99918	0.19	0.987609994	1	1.810423251	0.573834768	0.0673512	FALSE	TRUE
NOTCH2	HGNC:7882	1	0.116	0.947709071	0	1.146332378	NA	0.082005172	TRUE	FALSE
DRAM2	HGNC:28769	NA	NA	NA	NA	2.185118678	0.433750343	NA	FALSE	TRUE
YBX1	HGNC:8014	0.94646	0.349	0.941713009	NA	NA	0.663827926	0.216954232	FALSE	FALSE
DAW1	HGNC:26383	1.07E-05	0.814	0.322215148	NA	2.319310357	0.481916671	0.664564227	FALSE	TRUE
RXRA	HGNC:10477	0.99852	0.157	0.941104415	NA	4.148398905	0.598098056	0	FALSE	FALSE
NDUFA8	HGNC:7692	0.34407	0.724	0.833294461	NA	3.299452378	0.467263349	0.696663992	FALSE	TRUE
CLN6	HGNC:2077	0.00010025	1.133	0.259372891	NA	3.037697857	0.538602746	1.215277434	TRUE	TRUE
TNIK	HGNC:30765	1	0.181	0.993712192	NA	2.806892841	0.631182612	0.141506669	FALSE	FALSE
GYS2	HGNC:4707	9.79E-22	1.125	0.205573815	30	2.35028027	0.524930505	1.20888379	TRUE	FALSE
MTTP	HGNC:7467	NA	NA	0.145471955	30	2.07443755	0.342689578	0.544362095	TRUE	TRUE
SRRM1	HGNC:16638	1	0.146	0.98139346	NA	3.625325708	0.493380652	0.068939632	FALSE	FALSE
PLXNA1	HGNC:9099	0.99951	0.262	0.673502657	NA	3.318520343	0.571755832	0.241578565	FALSE	FALSE
KCNJ11	HGNC:6257	0.010894	1.21	0.500191319	NA	2.643843611	0.508116056	NA	FALSE	TRUE
POLH	HGNC:9181	3.54E-09	0.836	0.542327017	30	4.600848505	0.291054908	0.962818056	FALSE	TRUE
NUP58	HGNC:20261	0.92697	0.346	0.70043021	NA	NA	0.437712387	0.203709883	FALSE	FALSE
PHKA2	HGNC:8926	0.3839	0.373	NA	NA	NA	0.461020084	NA	TRUE	FALSE
THBS1	HGNC:11785	0.99985	0.235	0.938385665	NA	3.021858034	0.526960945	0.194483934	FALSE	FALSE
LRRN1	HGNC:20980	0.96996	0.32	0.605228672	NA	4.000584093	0.456947238	0.290053458	FALSE	FALSE
CCBE1	HGNC:29426	1.53E-07	1.006	0.739965133	30	4.692077812	NA	0.96086916	FALSE	TRUE
RPRD2	HGNC:29039	1	0.064	0.873325925	NA	1.478111497	0.418787296	0	FALSE	FALSE
FTCD	HGNC:3974	NA	NA	0.599164715	30	3.758053286	0.372594228	1.855848731	FALSE	TRUE
FAM135B	HGNC:28029	0.99996	0.222	0.978337113	NA	3.351539592	0.343397092	0.172968566	FALSE	FALSE
NCBP3	HGNC:24612	0.99949	0.221	0.943808221	NA	NA	0.481796772	0.201232754	FALSE	FALSE
HK1	HGNC:4922	NA	NA	0.809430138	NA	2.986338926	0.62170703	0.293973243	FALSE	TRUE
RBM25	HGNC:23244	1	0.077	0.987735133	NA	1.70478896	0.602376278	0.061866789	FALSE	FALSE
TBX22	HGNC:11600	NA	NA	NA	3	NA	0.25384343	NA	FALSE	TRUE
VWF	HGNC:12726	3.22E-25	0.593	0.891314064	NA	3.8284	0.328691442	0.595171697	TRUE	FALSE
SNAI2	HGNC:11094	NA	NA	0.906293311	NA	1.888653856	0.502820978	0.080730942	FALSE	TRUE
TET3	HGNC:28313	1	0.086	0.851029483	NA	1.899582252	0.410399888	0.048087455	FALSE	TRUE
ODAD1	HGNC:26560	NA	NA	0.232424177	NA	2.470265673	0.226653475	NA	FALSE	TRUE
EPC2	HGNC:24543	0.99998	0.159	0.936483128	NA	1.26412906	0.456171956	0.11006932	FALSE	FALSE
BNC1	HGNC:1081	0.96479	0.326	0.985949437	NA	3.178662831	0.340825341	0.207062966	FALSE	FALSE
RARS2	HGNC:21406	7.74E-14	0.923	0.326067951	30	1.580256281	0.338894007	1.170602642	TRUE	TRUE
PRPF3	HGNC:17348	1	0.068	0.730647139	NA	2.120164243	0.62223567	0.053797866	FALSE	FALSE
KMT2B	HGNC:15840	NA	NA	0.958540264	3	NA	0.438432148	0.078109583	TRUE	TRUE
PRSS56	HGNC:39433	NA	NA	0.850689825	NA	NA	NA	NA	FALSE	TRUE
MAT1A	HGNC:6903	0.00080978	0.809	0.695244659	NA	2.003569385	0.574873842	0.77002982	FALSE	TRUE
MKLN1	HGNC:7109	0.99998	0.175	0.991680092	NA	3.70683722	0.642393324	0.056468263	FALSE	FALSE
GATAD2B	HGNC:30778	0.99998	0.097	0.928331105	3	2.208906098	NA	0.076470105	TRUE	TRUE
OPTN	HGNC:17142	NA	NA	0.383702455	NA	3.14302158	0.325178171	1.435356153	TRUE	FALSE
LNPK	HGNC:21610	0.00062151	0.655	0.298396754	NA	NA	0.387612366	0.629561908	FALSE	TRUE
FOLR1	HGNC:3791	NA	NA	0.221717892	30	3.48558077	0.395922122	0.841944416	TRUE	TRUE
ZFPM2	HGNC:16700	1	0.145	0.983986966	1	3.623628241	0.390279189	0.12293585	FALSE	FALSE
ATP2A2	HGNC:812	0.99945	0.246	0.994146676	NA	4.651141894	0.635529765	0.121736868	TRUE	TRUE
GPHN	HGNC:15465	0.99998	0.177	0.899746519	2	2.023420888	0.672154959	0.146465984	TRUE	FALSE
CHKA	HGNC:1937	0.22747	0.479	0.307705586	NA	2.138172047	0.445258605	0.444501086	FALSE	TRUE
SRSF1	HGNC:10780	0.98268	0.242	0.918832505	NA	1.775923076	0.69686243	0	FALSE	FALSE
IFT74	HGNC:21424	NA	NA	0.550658827	NA	-1.479044233	0.263336174	0.69360331	FALSE	TRUE
KDM4B	HGNC:29136	1	0.171	0.945930191	NA	5.337181397	0.511229112	0.159811925	FALSE	TRUE
HMGB2	HGNC:5000	0.95087	0.315	0.947076944	NA	3.049192243	0.647644539	0.090663987	FALSE	FALSE
ELOVL4	HGNC:14415	0.83227	0.407	0.556225959	NA	1.55592394	0.540892913	0.467184394	FALSE	TRUE
ABHD17C	HGNC:26925	0.95762	0.302	0.901037297	NA	2.641873822	0.671324096	0.096907216	FALSE	FALSE
SOCS6	HGNC:16833	0.98865	0.221	0.963481251	NA	3.737781143	0.455399667	0.093605397	FALSE	FALSE
IRX5	HGNC:14361	0.9747	0.302	0.953730026	NA	2.838577881	0.453599038	0.390578194	FALSE	FALSE
ATP1A2	HGNC:800	0.00018093	0.495	0.43919526	NA	3.794251787	0.67171547	0.40524914	TRUE	TRUE
SMC1A	HGNC:11111	1	0.062	NA	3	NA	0.654807089	NA	TRUE	TRUE
VPS13A	HGNC:1908	9.31E-22	0.484	0.749023724	30	-0.577352825	0.345234058	0.505145786	TRUE	FALSE
ANO5	HGNC:27337	2.85E-22	0.949	0.076870023	NA	1.523639984	0.482431676	0.916610376	TRUE	FALSE
RAB6B	HGNC:14902	0.95879	0.33	0.708582987	NA	2.81612831	0.690515087	0.139849832	FALSE	FALSE
MED17	HGNC:2375	3.08E-09	0.778	0.460449133	NA	0.365510505	0.505084548	0.78790733	TRUE	FALSE
DPM1	HGNC:3005	0.00016237	0.873	0.802524113	30	2.948969069	0.54797614	1.072880785	TRUE	TRUE
NPR3	HGNC:7945	1.01E-05	0.819	0.519050882	NA	2.705688369	0.462270453	0.731294284	FALSE	TRUE
RSPH1	HGNC:12371	2.05E-06	0.985	0.490827235	30	4.425642247	0.377199193	1.085180503	TRUE	TRUE
ZMIZ1	HGNC:16493	0.99937	0.252	0.965327832	NA	4.08282541	0.553617551	0.127026038	TRUE	TRUE
SLC4A8	HGNC:11034	0.99849	0.266	0.827288621	NA	4.197486276	0.56098727	0.172247204	FALSE	FALSE
SKIDA1	HGNC:32697	0.99193	0.252	0.910572372	NA	4.592495571	0.417012209	0.270548074	FALSE	FALSE
GBE1	HGNC:4180	1.15E-12	0.972	0.215452391	30	4.048169634	0.474600762	0.873128312	TRUE	TRUE
MTF1	HGNC:7428	0.96897	0.321	0.919985352	NA	-0.411244328	0.419899924	0.131536753	FALSE	FALSE
ZNF24	HGNC:13032	0.98114	0.301	0.60836489	NA	2.845247523	0.429747018	0.117040031	FALSE	FALSE
RYR2	HGNC:10484	0.99999	0.25	0.978684386	0	5.3033638	0.564405784	0.189095426	FALSE	FALSE
COQ8B	HGNC:19041	2.82E-13	1.108	0.273346516	NA	NA	0.348079602	1.156834739	TRUE	FALSE
COG8	HGNC:18623	2.97E-09	1.134	0.244795748	30	0.941319689	NA	1.506453993	FALSE	TRUE
RAB39B	HGNC:16499	0.82529	0.52	NA	3	NA	0.646555751	NA	FALSE	TRUE
HMGCR	HGNC:5006	0.99861	0.26	0.910535871	NA	1.419519193	0.508441331	0.199429115	FALSE	FALSE
DNMT1	HGNC:2976	1	0.143	0.979264169	NA	2.666747763	0.490093561	0.083325739	FALSE	FALSE
CEP164	HGNC:29182	4.83E-27	0.837	0.362754604	30	3.125319676	0.231854455	0.821516395	FALSE	TRUE
FMNL2	HGNC:18267	0.9932	0.288	0.95085046	NA	2.370464718	NA	0.282822553	FALSE	FALSE
SLC12A2	HGNC:10911	0.96153	0.31	0.969384044	NA	2.073153679	0.542705863	0.232515094	FALSE	FALSE
CLN3	HGNC:2074	NA	NA	0.181527464	30	1.837254479	0.428146733	NA	FALSE	TRUE
CERKL	HGNC:21699	NA	NA	0.204974662	NA	3.620260402	0.309822616	1.94657282	TRUE	TRUE
NPHP1	HGNC:7905	NA	NA	0.118549786	30	2.673865459	0.297602561	0.788779582	TRUE	TRUE
ZNF512	HGNC:29380	0.9765	0.313	0.770497254	NA	3.236808757	0.392144936	0.142962467	FALSE	FALSE
MAT2A	HGNC:6904	0.99846	0.158	0.95756536	NA	2.944922373	0.599336645	0.141338662	FALSE	FALSE
RREB1	HGNC:10449	1	0.156	0.991350908	NA	3.157940757	0.377370213	0.122021122	FALSE	FALSE
ZNF516	HGNC:28990	0.99992	0.176	0.997827364	NA	4.883885425	0.349027605	0.094522306	FALSE	FALSE
NFASC	HGNC:29866	0.99999	0.215	0.925433229	NA	4.149914316	NA	0.129798369	FALSE	FALSE
KPNA4	HGNC:6397	0.99989	0.156	0.974232961	NA	2.817667884	0.611633805	0.061437837	FALSE	FALSE
WHRN	HGNC:16361	7.65E-05	0.668	0.843429935	30	NA	0.380214452	0.721871432	FALSE	TRUE
KCNB1	HGNC:6231	0.99977	0.125	0.985891532	NA	4.202282018	NA	0.025223803	FALSE	FALSE
PRDX3	HGNC:9354	0.0042426	0.877	0.693704123	NA	5.713722192	0.492434815	0.873062013	FALSE	TRUE
F8	HGNC:3546	1	0.089	NA	3	NA	0.292030003	NA	FALSE	FALSE
CUBN	HGNC:2548	4.63E-42	0.647	0.597036279	30	2.689236811	0.310212279	0.667322865	TRUE	FALSE
RDH5	HGNC:9940	8.87E-11	1.612	0.121367931	NA	2.731599658	0.448984482	1.532230676	FALSE	TRUE
RPL18	HGNC:10310	0.96644	0.284	0.821807312	NA	NA	0.73650389	0.247228234	FALSE	FALSE
CSTF1	HGNC:2483	0.95401	0.341	0.984924334	NA	3.208424228	0.677988664	0.1640013	FALSE	FALSE
CACNA1B	HGNC:1389	0.99998	0.24	0.9763919	NA	4.984796374	0.556926643	0.193623095	FALSE	TRUE
BIN1	HGNC:1052	0.77822	0.368	0.824677956	30	4.532515105	0.512196204	0.419252942	FALSE	TRUE
EYA4	HGNC:3522	NA	NA	0.824531292	3	3.699794545	0.486408469	0.249306121	TRUE	FALSE
GNPTG	HGNC:23026	4.63E-09	1.215	0.149264774	NA	-0.157121189	0.366523191	2.153117892	FALSE	TRUE
COL18A1	HGNC:2195	NA	NA	0.60071841	NA	5.171380265	0.284217753	NA	FALSE	TRUE
FOXC2	HGNC:3801	NA	NA	0.927470682	3	5.161567642	NA	NA	FALSE	TRUE
PPT1	HGNC:9325	NA	NA	0.259764507	30	3.00586646	NA	NA	FALSE	TRUE
SKI	HGNC:10896	0.99901	0.194	0.765926974	0	5.007183017	0.475441595	0.208910712	FALSE	FALSE
STK38L	HGNC:17848	0.93427	0.348	0.770716857	NA	3.513445293	0.643071776	0.339299875	FALSE	FALSE
PLP1	HGNC:9086	NA	NA	NA	3	NA	NA	NA	TRUE	TRUE
RARA	HGNC:9864	0.96305	0.33	0.583233913	NA	3.544805255	0.621528304	0.255581288	FALSE	FALSE
ATP9A	HGNC:13540	0.99999	0.205	0.972636972	NA	2.575176442	0.54617761	0.217715758	FALSE	TRUE
NLK	HGNC:29858	0.99991	0.113	0.960094531	NA	2.192464912	0.578560478	0.033110276	FALSE	FALSE
PCDH19	HGNC:14270	0.99975	0.126	NA	3	NA	0.491240173	NA	FALSE	TRUE
VSX2	HGNC:1975	0.00016481	1.043	0.615711472	NA	2.525127999	0.47658897	0.947932956	FALSE	TRUE
CAPN15	HGNC:11182	0.96857	0.316	0.636343697	NA	4.329579228	0.486510371	0.256896298	FALSE	FALSE
PRDM13	HGNC:13998	0.56307	0.461	NA	NA	2.497116736	0.444058803	0.455031269	FALSE	TRUE
VPS54	HGNC:18652	0.99929	0.254	0.914074851	NA	0.984325998	0.433760874	0.215247814	FALSE	FALSE
HDAC4	HGNC:14063	NA	NA	0.995279315	1	6.306482341	0.483634781	0.022242172	FALSE	TRUE
HOXA1	HGNC:5099	NA	NA	0.889354141	NA	2.817912543	NA	NA	FALSE	TRUE
GABRD	HGNC:4084	0.99345	0.245	0.806680367	NA	6.530123346	0.488474336	0.19514462	FALSE	FALSE
RPL26	HGNC:10327	NA	NA	0.944521737	NA	NA	0.676276398	NA	FALSE	TRUE
RELB	HGNC:9956	0.994	0.262	0.724323902	NA	3.150278755	0.496991342	0.146490587	FALSE	FALSE
LPCAT3	HGNC:30244	0.99508	0.268	0.925072408	NA	3.667293874	0.478944752	0.217108689	FALSE	FALSE
MSX1	HGNC:7391	0.16517	1.01	0.925661025	3	3.292784676	0.455965434	0.750278304	FALSE	TRUE
RNASEH2A	HGNC:18518	0.0041807	0.88	0.194495801	30	4.156064397	0.40785501	0.860630571	FALSE	TRUE
COL4A3	HGNC:2204	1.07E-12	0.522	0.903436792	30	3.885014893	0.280830419	0.738922352	TRUE	TRUE
TMEM126B	HGNC:30883	0.00018551	1.635	0.304911587	NA	2.689997904	0.314316942	2.635970514	FALSE	TRUE
TMEM38B	HGNC:25535	0.019501	0.798	0.326189957	NA	1.9363333	0.336297083	0.498918709	TRUE	FALSE
GALE	HGNC:4116	NA	NA	0.451099143	NA	3.802531793	0.505521173	NA	FALSE	TRUE
ELP4	HGNC:1171	NA	NA	0.213019255	NA	1.808263001	NA	NA	FALSE	TRUE
P3H2	HGNC:19317	7.79E-21	1.155	0.914937227	NA	NA	0.440990339	1.360908873	TRUE	TRUE
LRP6	HGNC:6698	0.69664	0.318	0.990611019	NA	2.727757518	0.550829896	0.185034601	TRUE	FALSE
CARS1	HGNC:1493	0.00040314	0.494	0.77950525	NA	6.602516007	0.417136996	0.490865206	FALSE	TRUE
NUP205	HGNC:18658	1	0.232	0.981509469	NA	2.780109505	0.398353615	0.170336846	FALSE	FALSE
CLTC	HGNC:2092	1	0.104	0.993029782	3	3.329891374	0.728217273	0.057676276	TRUE	TRUE
RBM27	HGNC:29243	0.99999	0.206	0.976520622	NA	0.759192598	0.484673149	0.08753084	FALSE	FALSE
MMP14	HGNC:7160	0.99522	0.267	0.938118567	NA	2.267208027	0.529586022	0.142653589	FALSE	FALSE
SCAF4	HGNC:19304	1	0.106	0.992031001	NA	1.783935654	0.489241436	0.129184072	FALSE	TRUE
RPL5	HGNC:10360	0.99776	0.167	0.96752552	NA	NA	0.776073176	0	FALSE	FALSE
PMEPA1	HGNC:14107	0.93577	0.343	0.980194903	NA	4.691786695	0.448571693	0.457510001	FALSE	FALSE
SRC	HGNC:11283	0.99691	0.244	0.725433154	NA	5.24133375	0.675410705	0.099385803	FALSE	FALSE
SEC24D	HGNC:10706	1.33E-07	0.584	0.803461971	NA	3.200330771	0.402563312	0.555001014	TRUE	TRUE
IL11RA	HGNC:5967	NA	NA	0.498432859	NA	1.168098998	0.304738622	1.601379539	FALSE	TRUE
PKP2	HGNC:9024	NA	NA	0.691301499	3	3.273328926	0.38085416	1.008256579	TRUE	FALSE
MAML3	HGNC:16272	0.99984	0.223	0.982701478	NA	3.124858952	0.338719578	0.344449268	FALSE	FALSE
IGF1R	HGNC:5465	NA	NA	0.999150929	3	4.928946101	NA	NA	TRUE	TRUE
SPG11	HGNC:11226	1.60E-39	0.812	0.211407977	NA	1.594177728	0.295864093	1.108104362	TRUE	TRUE
ELFN2	HGNC:29396	0.96483	0.327	0.623984021	NA	6.429235704	NA	0.233580118	FALSE	FALSE
KCNN3	HGNC:6292	0.97227	0.319	0.881962958	NA	4.303875219	0.549185585	0.35899107	FALSE	FALSE
MECP2	HGNC:6990	0.89382	0.407	NA	3	NA	0.465799081	NA	TRUE	TRUE
